00:00:00,D1,MP20,00:00:02,"(16.30885995564679, 48.25227837428879)","(16.387855660877225, 48.14351937904662)",2,,,,,,
00:00:00,D2,MP30,00:00:05,"(16.405385027797365, 48.22284654305632)","(16.361101999304427, 48.22234195008224)",2,,,,,,
00:00:00,D3,MP20,00:00:05,"(16.351529867986812, 48.203221655552994)","(16.30646539979816, 48.17045612858273)",3,,,,,,
00:00:00,D4,MP20,00:00:05,"(16.365597730629187, 48.181712452681516)","(16.306340227463437, 48.16553001334511)",1,,,,,,
00:00:00,D5,MP30,00:00:06,"(16.34997314868886, 48.20801616842609)","(16.31600336561265, 48.22428116667909)",3,,,,,,
00:00:00,D6,MP30,00:00:10,"(16.40539839981939, 48.229402672037885)","(16.343731198797514, 48.18034660101777)",3,,,,,,
00:00:00,D7,MP20,00:00:11,"(16.338488533995264, 48.19352972997038)","(16.370987533618056, 48.21339142904977)",2,,,,,,
00:00:00,D8,MP20,00:00:14,"(16.41293016786417, 48.26124929704659)","(16.37035291912116, 48.2351547215686)",1,,,,,,
00:00:00,D9,MP20,00:00:15,"(16.371171528413445, 48.18622390353029)","(16.317370801821177, 48.19705794504449)",2,,,,,,
00:00:00,D10,MP30,00:00:16,"(16.27343229498073, 48.19627260215861)","(16.28762300783087, 48.25071765463373)",2,,,,,,
00:00:00,D11,MP20,00:00:16,"(16.365597730629187, 48.181712452681516)","(16.357698291355337, 48.212108951088354)",2,,,,,,
00:00:00,D12,MP30,00:00:17,"(16.30885995564679, 48.25227837428879)","(16.378211070739706, 48.13729227752972)",1,,,,,,
00:00:00,D13,MP30,00:00:22,"(16.39631492780809, 48.21791796061744)","(16.370280503682086, 48.193875510954776)",3,,,,,,
00:00:00,D14,MP30,00:00:23,"(16.34024576775175, 48.24117004834193)","(16.340993700217727, 48.202796812147945)",3,,,,,,
00:00:00,D15,MP30,00:00:25,"(16.445402150526238, 48.231787299467776)","(16.332217561100567, 48.15682105429872)",3,,,,,,
00:00:00,D16,MP20,00:00:31,"(16.308409955646788, 48.25227837428879)","(16.363029684432306, 48.19686970545414)",1,,,,,,
00:00:00,D17,MP20,00:00:32,"(16.370482827969614, 48.263162578144275)","(16.313703829007608, 48.16544605092897)",1,,,,,,
00:00:00,D18,MP30,00:00:33,"(16.27298229498073, 48.19627260215861)","(16.291386391747743, 48.2492444804486)",1,,,,,,
00:00:00,D19,MP20,00:00:37,"(16.338488533995264, 48.19352972997038)","(16.367177291850783, 48.19399904506841)",2,,,,,,
00:00:00,D20,MP20,00:00:40,"(16.34363269723246, 48.17971413208918)","(16.378833514416357, 48.2090332776496)",1,,,,,,
00:00:00,D21,MP30,00:00:41,"(16.407364263477763, 48.155253549771736)","(16.38014906463086, 48.17567764907475)",1,,,,,,
00:00:00,D22,MP30,00:00:45,"(16.393238273862373, 48.25536939448132)","(16.378918231230056, 48.188302610620184)",1,,,,,,
00:00:00,D23,MP20,00:00:49,"(16.413526360203182, 48.17914110644286)","(16.3637259754857, 48.21184163688174)",1,,,,,,
00:00:00,D24,MP20,00:00:50,"(16.435764127807037, 48.22558475492961)","(16.271879783267426, 48.22202885087198)",1,,,,,,
00:00:00,D25,MP30,00:00:54,"(16.298392656870977, 48.200033811927874)","(16.32843093053497, 48.165276711316885)",2,,,,,,
00:00:00,D26,MP20,00:00:57,"(16.35071638368238, 48.175321040251866)","(16.344100309437117, 48.20279106277848)",2,,,,,,
00:00:00,D27,MP30,00:00:57,"(16.41203016786417, 48.26124929704659)","(16.34062814695132, 48.19807223097375)",3,,,,,,
00:00:00,D28,MP30,00:00:58,"(16.323139713919694, 48.15066208007585)","(16.4130253873129, 48.18382430624514)",1,,,,,,
00:00:00,D29,MP30,00:00:59,"(16.350602402613085, 48.185117950437764)","(16.374980758194223, 48.19814539975933)",1,,,,,,
00:00:00,D30,MP20,00:01:01,"(16.341829800026378, 48.21313239767166)","(16.37073098625362, 48.16962490932095)",1,,,,,,
00:00:00,D31,MP20,00:01:02,"(16.338488533995264, 48.19352972997038)","(16.35059852459093, 48.183081443300246)",2,,,,,,
00:00:00,D32,MP20,00:01:03,"(16.29707003558883, 48.23162260883916)","(16.394498714389776, 48.19206424586971)",2,,,,,,
00:00:00,D33,MP30,00:01:04,"(16.330709741186045, 48.15037738126955)","(16.360075247654684, 48.22717349930785)",3,,,,,,
00:00:00,D34,MP30,00:01:12,"(16.376006304715936, 48.209560815883606)","(16.351153776507264, 48.1907391580124)",1,,,,,,
00:00:00,D35,MP20,00:01:16,"(16.41203016786417, 48.26124929704659)","(16.37073098625362, 48.16962490932095)",1,,,,,,
00:00:00,D36,MP30,00:01:18,"(16.374603243579077, 48.2203937023073)","(16.36201695006904, 48.236357565963985)",2,,,,,,
00:00:00,D37,MP20,00:01:25,"(16.323139713919694, 48.15066208007585)","(16.432505726804795, 48.16952331393563)",3,,,,,,
00:00:00,D38,MP20,00:01:28,"(16.364530098417525, 48.216743950895)","(16.37270602685111, 48.21088800531021)",1,,,,,,
00:00:00,D39,MP20,00:01:29,"(16.36723657781379, 48.18948938614303)","(16.35377861505008, 48.22320784873261)",2,,,,,,
